id,name,sku,categories,fulfillment,source,cost,margin_pct,price,stock_qty,sizes,size_prices,image,description,featured,active
P082,Replacement Name Badge & Lanyard,UNI-BADGE,Uniforms,Warehouse,Uniform,,,5.00,,,,https://www.jotform.com/uploads/tjroberts/form_files/Screenshot%202024-01-17%20at%2010.55.59%E2%80%AFPM.65a8cb8b8d93e4.69251190.png,Replacement City Wide name badge with lanyard. Put the crew member's name in the order notes.,1,1
P083,"Unisex Vest, Red w/ Monogram",UNI-VEST,Uniforms,Warehouse,Uniform,,,26.99,,"S,M,L,XL,XXL",,https://www.jotform.com/uploads/tjroberts/form_files/screenshot_2023_12_21_at_1_42_05_pm_08e3bb078216c49c894de8c4b2410cf8.png,"No-pocket, no-button unisex vest in red with left chest monogram.",1,1
P084,Class 2 High-Visibility Vest,UNI-HIVIS,Uniforms,Special Order,Uniform,,,16.99,,"S,M,L,XL,XXL,XXXL",XXXL=19.99,https://www.jotform.com/uploads/tjroberts/form_files/screenshot_2023_12_21_at_1_50_21_pm_1731abb7863b67ba91d112729364f1ad.png,"ERB S363P ANSI Type R Class 2 safety vest. Polyester mesh, reflective trim, three pockets, zipper front.",0,1
P085,Nike Dri-FIT Classic 99 Cap,UNI-CAP,Uniforms,Special Order,Uniform,,,33.95,,,,https://www.jotform.com/uploads/tjroberts/form_files/screenshot_2023_12_21_at_1_17_49_pm_813f823555bd031853c852821c7aa289.png,Structured mid-profile cap with Dri-FIT moisture wicking and embroidered ventilation eyelets.,0,1
P086,Unisex Cobbler Apron,UNI-APRON,Uniforms,Warehouse,Uniform,,,19.99,,"S,M",,https://www.jotform.com/uploads/tjroberts/form_files/screenshot_2023_12_21_at_1_20_43_pm_a5273970a689ee8056420d187181f04b.png,Stain-release cobbler apron with center-divided pouch pocket and adjustable side ties.,1,1
P087,Unisex Dri-Fit T-Shirt,UNI-DRIFIT-T,Uniforms,Special Order,Uniform,,,14.99,,"S,M,L,XL,XXL",,https://www.jotform.com/uploads/tjroberts/form_files/screenshot_2023_12_21_at_1_10_32_pm_e67b023f33977fbfa561ef653735d878.png,"UPF 50 moisture-wicking tee. 3.8oz 100% polyester, tag-free.",0,1
P088,"Men's Silk Touch Polo, Black",UNI-POLO-M-BLK,Uniforms,Special Order,Uniform,,,27.50,,"S,M,L,XL,XXL",,https://www.jotform.com/uploads/tjroberts/form_files/screenshot_2023_12_21_at_1_12_15_pm_6fe2de6154fa969d67cae8151de97ed7.png,For owners and supervisors. Classic 5oz poly/cotton pique polo with 3-button placket.,0,1
P089,"Men's Silk Touch Polo, Red",UNI-POLO-M-RED,Uniforms,Special Order,Uniform,,,27.50,,"S,M,L,XL,XXL",,https://www.jotform.com/uploads/tjroberts/form_files/screenshot_2023_12_21_at_1_13_48_pm_c671cbab80f9d12b1e28f006d00fee93.png,For cleaning crew and day porters. Classic 5oz poly/cotton pique polo with 3-button placket.,0,1
P090,Hanes EcoSmart Crewneck Sweatshirt,UNI-CREW-SWEAT,Uniforms,Special Order,Uniform,,,24.99,,"S,M,L,XL,XXL",,https://www.jotform.com/uploads/tjroberts/form_files/screenshot_2023_12_21_at_1_15_35_pm_faf2029ab8b5b92acef5489ea39a80dc.png,Soft crewneck pullover made with a portion of recycled fibers.,0,1
P091,"Women's Silk Touch Polo, Black",UNI-POLO-W-BLK,Uniforms,Special Order,Uniform,,,27.50,,"XS,S,M,L,XL,XXL,XXXL",,https://www.jotform.com/uploads/tjroberts/form_files/screenshot_2023_12_21_at_1_21_45_pm_fa0e17669e19f819a0b00b157438c89b.png,Classic 5oz poly/cotton pique polo with flat knit collar and cuffs.,0,1
P092,Nike Dri-FIT Long Sleeve T-Shirt,UNI-NIKE-LS,Uniforms,Special Order,Uniform,,,42.99,,"XS,S,M,L,XL,XXL,XXXL",,https://www.jotform.com/uploads/tjroberts/form_files/screenshot_2023_12_21_at_1_59_19_pm_4c2e40ef9679c38702b19a42789e77c8.png,Nike performance long sleeve with Dri-FIT moisture management and rib-knit scoop neck.,0,1
P093,"Women's Silk Touch Polo, Red",UNI-POLO-W-RED,Uniforms,Special Order,Uniform,,,27.50,,"S,M,L,XL,XXL,XXXL",,https://www.jotform.com/uploads/tjroberts/form_files/screenshot_2023_12_21_at_2_03_35_pm_2af89d117b16f48a1e40e1d166a702db.png,For cleaning crew and day porters. Classic 5oz poly/cotton pique polo.,0,1
P094,Men's Nike Dri-FIT Polo,UNI-NIKE-POLO-M,Uniforms,Special Order,Uniform,,,54.65,,"S,M,L,XL,XXL,XXXL",,https://www.jotform.com/uploads/tjroberts/form_files/screenshot_2024_06_05_at_11_41_49_am_53e3eae8eb30ea4b0a53160847c2c014.png,Nike Dri-FIT polo built for hot weather.,0,1
P095,Women's Nike Dri-FIT Polo,UNI-NIKE-POLO-W,Uniforms,Special Order,Uniform,,,54.65,,"S,M,L,XL,XXL",,https://www.jotform.com/uploads/tjroberts/form_files/screenshot_2024_06_05_at_11_45_14_am_018fb8a3d8479d0e3e13cb571742475e.png,Nike Dri-FIT polo built for hot weather.,0,1
P096,Port & Company Core Fleece Full-Zip Hooded Sweatshirt,UNI-HOOD-ZIP,Uniforms,Special Order,Uniform,,,44.00,,"S,M,L,XL,XXL",,https://www.jotform.com/uploads/tjroberts/form_files/screenshot_2023_12_21_at_1_09_46_pm_36a05a98abe2bfce299d4b5f048f32b0.png,Versatile full-zip hoodie in 50/50 cotton/poly fleece.,0,1
P097,Port & Company Core Fleece Pullover Hooded Sweatshirt,UNI-HOOD-PULL,Uniforms,Special Order,Uniform,,,33.99,,"S,M,L,XL,XXL",,https://www.jotform.com/uploads/tjroberts/form_files/screenshot_2023_12_21_at_1_19_11_pm_d8202fc0ae776bf1116db1450be25aa0.png,Cozy pullover hoodie in 50/50 cotton/poly fleece with air jet yarn for softness.,0,1
P098,Sport-Tek Ladies Heather Colorblock Hooded Wind Jacket,UNI-JACKET-W,Uniforms,Special Order,Uniform,,,49.99,,"S,M,L,XL,XXL,XXXL",,https://www.jotform.com/uploads/tjroberts/form_files/screenshot_2023_12_21_at_1_45_01_pm_7781822d14b5226cd8d0eaf289c82dde.png,"Water-resistant wind jacket with mesh-lined hood, front slash pockets, and drawcord hem.",0,1
P099,Men's Heather Colorblock Raglan Hooded Wind Jacket,UNI-JACKET-M,Uniforms,Special Order,Uniform,,,49.99,,"XS,S,M,L,XL,XXL,XXXL",XL=51.99|XXL=52.99|XXXL=53.99,https://www.jotform.com/uploads/tjroberts/form_files/screenshot_2023_12_21_at_1_47_26_pm_dcc89088e4b2d02127e589aef4e1e26b.png,"Water-resistant wind jacket with mesh-lined hood, front slash pockets, and drawcord hem.",0,1
